N,S(r/min),ap(mm),ae(mm),F(mm/min),s(mm),MRR(mm3/min),G
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,4,6500,0,417.733767,X.582
,15000,0.964001,3.6,6500,0,375.96039,X.582
,15000,0.964001,3.3,6500,0,344.630358,X.582
,15000,0.964001,2.9,6500,0,302.856981,X.582
,15000,0.964001,2.6,6500,0,271.526948,X.582
,15000,0.964001,2.3,6500,0,240.196916,X.582
,15000,0.964001,2.1,6500,0,219.310227,X.582
,15000,0.964001,1.8,6500,0,187.980195,X.582
,15000,0.964001,1.6,6500,0,167.093507,X.582
,15000,0.964001,1.5,6500,0,156.650162,X.582
,15000,0.964001,1.3,6500,0,135.763474,X.582
,15000,0.964001,1.1,6500,0,114.876786,X.582
,15000,0.964001,1,6500,0,104.433442,X.582
,15000,0.964001,0.8,6500,0,83.546753,X.582
,15000,0.964001,0.7,6500,0,73.103409,X.582
,15000,0.964001,0.6,6500,0,62.660065,X.582
,15000,0.964001,0.5,6500,0,52.216721,X.582
,15000,0.964001,0.4,6500,0,41.773377,X.582
,15000,0.964001,0.3,6500,0,31.330032,X.582
,15000,0.964001,0.2,6500,0,20.886688,X.582
,15000,0.964001,0.2,6500,0,20.886688,X.582
,15000,0.964001,0.1,6500,0,10.443344,X.582
,15000,0.964001,0,6500,0,0,X.582
,15000,0.964001,0,6500,0,0,X.582
,15000,0.964001,0,6500,0,0,X.582
,15000,0.964001,0,6500,0,0,X.582
,15000,0,0,6500,0,0,X.582
,15000,0,0,6500,0,0,X.582
,15000,0,0,6500,0,0,X.382
,15000,0,0,6500,0,0,X.382
,15000,0,0,6500,0,0,X.382
,15000,0,0,6500,0,0,X.382
,15000,0,0,6500,0,0,X.382
,15000,0,0,6500,0,0,X.382
,15000,0,0,6500,0,0,X.382
,15000,0,0,6500,0,0,X.382
,15000,0,0,6500,0,0,X.382
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G03 X-6.618 Y-47.953 I0.0 J-7.
,15000,0,0,6500,0,0,G01 Y-51.883
,15000,0,0,6500,0,0,G01 Y-51.883
,15000,0,0,6500,0,0,G01 Y-51.883
,15000,0,0,6500,0,0,G01 Y-51.883
,15000,0,0,6500,0,0,G01 Y-51.883
,15000,0,0,6500,0,0,G01 Y-51.883
,15000,0,0,6500,0,0,G01 Y-51.883
,15000,0,0,6500,0,0,G01 Y-51.883
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-71.689
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,X-68.023 Y-46.597
,15000,0,0,6500,0,0,G03 X-66.775 Y-42.607 I-5.752 J3.989
,15000,0,0,6500,0,0,G03 X-66.775 Y-42.607 I-5.752 J3.989
,15000,0,0,6500,0,0,G03 X-66.775 Y-42.607 I-5.752 J3.989
,15000,0,0,6500,0,0,G03 X-66.775 Y-42.607 I-5.752 J3.989
,15000,0,0,6500,0,0,G03 X-66.775 Y-42.607 I-5.752 J3.989
,15000,0,0,6500,0,0,G03 X-66.775 Y-42.607 I-5.752 J3.989
,15000,0,0,6500,0,0,G03 X-66.775 Y-42.607 I-5.752 J3.989
,15000,0,0,6500,0,0,G03 X-66.775 Y-42.607 I-5.752 J3.989
,15000,0,0,6500,0,0,X-69.785 Y-36.856 I-7. J0.0
,15000,0,0,6500,0,0,X-69.785 Y-36.856 I-7. J0.0
,15000,0,0,6500,0,0,X-69.785 Y-36.856 I-7. J0.0
,15000,0,0,6500,0,0,X-69.785 Y-36.856 I-7. J0.0
,15000,0,0,6500,0,0,X-69.785 Y-36.856 I-7. J0.0
,15000,0.964001,0.883686,6500,0,92.28637,X-69.785 Y-36.856 I-7. J0.0
,15000,0.964001,1.88192,6500,0,196.535383,X-69.785 Y-36.856 I-7. J0.0
,15000,0.964001,2.27687,6500,0,237.78137,X-69.785 Y-36.856 I-7. J0.0
,15000,0.964001,2.2226,6500,0,232.113767,X-69.785 Y-36.856 I-7. J0.0
,15000,0.964001,2.14533,6500,0,224.044195,X-69.785 Y-36.856 I-7. J0.0
,15000,0.964001,1.90823,6500,0,199.283026,X-69.785 Y-36.856 I-7. J0.0
,15000,0.964001,1.69646,6500,0,177.167156,X-69.785 Y-36.856 I-7. J0.0
,15000,0.964001,1.18529,6500,0,123.783914,X-69.785 Y-36.856 I-7. J0.0
,15000,0.964001,1.11267,6500,0,116.199958,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.07845,6500,0,112.626245,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.07591,6500,0,112.360984,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.09215,6500,0,114.056983,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.11175,6500,0,116.103879,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.13869,6500,0,118.917316,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.09538,6500,0,114.394303,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,0.9973,6500,0,104.151471,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.08634,6500,0,113.450225,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.07918,6500,0,112.702482,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.1135,6500,0,116.286637,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.11859,6500,0,116.818204,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.06973,6500,0,111.715586,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.06868,6500,0,111.60593,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.10982,6500,0,115.902322,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.06432,6500,0,111.150601,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.09533,6500,0,114.389082,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.10072,6500,0,114.951978,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.13317,6500,0,118.340843,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.13351,6500,0,118.37635,G02 X-75.537 Y-28.712 I8.298 J11.964
,15000,0.964001,1.10978,6500,0,115.898145,X-75.998 Y-26.027 I14.072 J3.799
,15000,0.964001,1.10443,6500,0,115.339426,X-75.998 Y-26.027 I14.072 J3.799
,15000,0.964001,1.14715,6500,0,119.800823,X-75.998 Y-26.027 I14.072 J3.799
,15000,0.964001,1.17269,6500,0,122.468053,X-75.998 Y-26.027 I14.072 J3.799
,15000,0.964001,1.28925,6500,0,134.640815,X-75.998 Y-26.027 I14.072 J3.799
,15000,0.964001,1.27534,6500,0,133.188145,X-76.056 Y-24.515 I19.736 J1.512
,15000,0.964001,1.33468,6500,0,139.385226,X-76.056 Y-24.515 I19.736 J1.512
,15000,0.964001,1.4,6500,0,146.206818,X-76.056 Y-24.515 I19.736 J1.512
,15000,0.964001,0,6500,0,0,G01 Y-24.465
,15000,0.964001,1.1,6500,0,114.876786,G01 Y-24.465
,15000,0,0,6500,0,0,G01 Y-24.465
,15000,0.964001,0,6500,0,0,G01 Y-24.465
,15000,0,0,6500,0,0,G01 Y-24.465
,15000,0,0,6500,0,0,G01 Y-24.465
,15000,0,0,6500,0,0,G01 Y-24.465
,15000,0.964001,0,6500,0,0,G01 Y-24.465
,15000,0.964001,0.7,6500,0,73.103409,G01 Y-24.465
,15000,0.964001,1.40826,6500,0,147.069439,X-76.053 Y-23.231
,15000,0.964001,1.40826,6500,0,147.069439,X-76.053 Y-23.231
,15000,0.964001,1.40196,6500,0,146.411508,X-76.05 Y-18.34
,15000,0.964001,1.40196,6500,0,146.411508,X-76.05 Y-18.34
,15000,0.964001,1.40202,6500,0,146.417774,X-76.05 Y-18.34
,15000,0.964001,1.40202,6500,0,146.417774,X-76.05 Y-18.34
,15000,0.964001,1.40202,6500,0,146.417774,X-76.05 Y-18.34
,15000,0.964001,1.40202,6500,0,146.417774,X-76.05 Y-18.34
,15000,0.964001,1.40202,6500,0,146.417774,X-76.05 Y-18.34
,15000,0.964001,1.40196,6500,0,146.411508,X-76.05 Y-18.34
,15000,0.964001,1.40196,6500,0,146.411508,X-76.05 Y-18.34
,15000,0.964001,1.40196,6500,0,146.411508,X-76.05 Y-18.34
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40008,6500,0,146.215173,X-76.049 Y24.978
,15000,0.964001,1.40007,6500,0,146.214129,X-76.049 Y24.978
,15000,0.964001,1.30007,6500,0,135.770785,X-76.049 Y24.978
,15000,0.964001,1.30007,6500,0,135.770785,X-76.049 Y24.978
,15000,0.964001,1.20007,6500,0,125.32744,X-76.049 Y24.978
,15000,0.964001,1.10007,6500,0,114.884096,X-76.049 Y24.978
,15000,0.964001,1.00006,6500,0,104.439708,X-76.049 Y24.978
,15000,0.964001,1.00473,6500,0,104.927412,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,0.969875,6500,0,101.287384,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.11138,6500,0,116.065238,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,0.978935,6500,0,102.233551,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.10369,6500,0,115.262145,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.05748,6500,0,110.436276,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.12007,6500,0,116.972765,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.11983,6500,0,116.947701,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.12017,6500,0,116.983208,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.12132,6500,0,117.103307,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.10387,6500,0,115.280943,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.11677,6500,0,116.628135,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.09058,6500,0,113.893023,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.17997,6500,0,123.228328,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.17087,6500,0,122.277984,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.17779,6500,0,123.000663,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.11441,6500,0,116.381672,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.12678,6500,0,117.673513,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.14183,6500,0,119.245237,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.12201,6500,0,117.175366,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.11418,6500,0,116.357652,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.06675,6500,0,111.404374,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.09222,6500,0,114.064294,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.12175,6500,0,117.148213,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.04691,6500,0,109.332414,G02 X-63.647 Y39.291 I14.565 J-.091
,15000,0.964001,1.08483,6500,0,113.292531,G02 X-63.647 Y39.291 I14.565 J-.091
