N,S(r/min),ap(mm),ae(mm),F(mm/min),s(mm),MRR(mm3/min),G
,15000,0.963997,7.49112,6500,0,782.320197,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,9.03711,6500,0,943.772584,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,9.72617,6500,0,1015.733193,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,9.87184,6500,0,1030.945949,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.964001,9.97164,6500,0,1041.372684,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,2.3,6500,0,240.195919,G01 X10.353
,15000,0.653179,2.8,6500,0,198.130963,G01 X10.353
,15000,0.519314,3.4,6500,0,191.280657,G01 X10.353
,15000,0.486126,4.5,6500,0,236.986425,G01 X10.353
,15000,0.49519,5.5,6500,0,295.050708,G01 X10.353
,15000,0.111458,0,6500,0,0,Y5.999
,15000,0.004272,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0.117252,9.8,6500,0,124.48254,G01 X10.353 Z-4.29
,15000,0.234501,9.8,6500,0,248.961895,G01 X10.353 Z-4.29
,15000,0.351753,9.8,6500,0,373.444435,G01 X10.353 Z-4.29
,15000,0.469002,9.8,6500,0,497.92379,G01 X10.353 Z-4.29
,15000,0.593002,9.8,6500,0,629.570457,Y5.999 Z-4.786
,15000,0.717003,9.8,6500,0,761.218185,Y5.999 Z-4.786
,15000,0.841,9.8,6500,0,892.861667,Y5.999 Z-4.786
,15000,0.965004,9.8,6500,0,1024.51258,Y5.999 Z-4.786
,15000,0.965004,9.8,6500,0,1024.51258,Y4.147
,15000,0.965004,9.8,6500,0,1024.51258,Y4.147
,15000,0.965004,9.8,6500,0,1024.51258,Y4.147
,15000,0.965004,9.8,6500,0,1024.51258,Y4.147
,15000,0.965004,0.983178,6500,0,102.783493,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965004,2.0411,6500,0,213.38088,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965004,4.18804,6500,0,437.826496,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965004,7.49112,6500,0,783.137416,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965004,9.03711,6500,0,944.758457,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965004,9.72617,6500,0,1016.794237,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965004,9.87184,6500,0,1032.022884,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965004,9.97164,6500,0,1042.456186,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965004,2.3,6500,0,240.44683,G01 X10.353
,15000,0.653519,2.8,6500,0,198.234097,G01 X10.353
,15000,0.519367,3.4,6500,0,191.300178,G01 X10.353
,15000,0.486134,4.5,6500,0,236.990325,G01 X10.353
,15000,0.49519,5.5,6500,0,295.050708,G01 X10.353
,15000,0.111462,0,6500,0,0,Y5.999
,15000,0.004276,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0.116997,9.8,6500,0,124.211815,G01 X10.353 Z-5.254
,15000,0.233997,9.8,6500,0,248.426815,G01 X10.353 Z-5.254
,15000,0.350998,9.8,6500,0,372.642877,G01 X10.353 Z-5.254
,15000,0.467995,9.8,6500,0,496.854692,G01 X10.353 Z-5.254
,15000,0.591999,9.8,6500,0,628.505605,Y5.999 Z-5.75
,15000,0.715996,9.8,6500,0,760.149087,Y5.999 Z-5.75
,15000,0.839996,9.8,6500,0,891.795753,Y5.999 Z-5.75
,15000,0.963997,9.8,6500,0,1023.443482,Y5.999 Z-5.75
,15000,0.963997,9.8,6500,0,1023.443482,Y4.147
,15000,0.963997,9.8,6500,0,1023.443482,Y4.147
,15000,0.963997,9.8,6500,0,1023.443482,Y4.147
,15000,0.963997,9.8,6500,0,1023.443482,Y4.147
,15000,0.963997,0.983178,6500,0,102.676236,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,2.0411,6500,0,213.158213,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,4.18804,6500,0,437.369616,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,7.49112,6500,0,782.320197,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,9.03711,6500,0,943.772584,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,9.72617,6500,0,1015.733193,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,9.87184,6500,0,1030.945949,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.964001,9.97164,6500,0,1041.372684,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.963997,2.3,6500,0,240.195919,G01 X10.353
,15000,0.653183,2.8,6500,0,198.132177,G01 X10.353
,15000,0.519318,3.4,6500,0,191.28213,G01 X10.353
,15000,0.48613,4.5,6500,0,236.988375,G01 X10.353
,15000,0.49519,5.5,6500,0,295.050708,G01 X10.353
,15000,0.111458,0,6500,0,0,Y5.999
,15000,0.004272,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0.117001,9.8,6500,0,124.216062,G01 X10.353 Z-6.218
,15000,0.234001,9.8,6500,0,248.431062,G01 X10.353 Z-6.218
,15000,0.351002,9.8,6500,0,372.647123,G01 X10.353 Z-6.218
,15000,0.468002,9.8,6500,0,496.862123,G01 X10.353 Z-6.218
,15000,0.591999,9.8,6500,0,628.505605,Y5.999 Z-6.714
,15000,0.716,9.8,6500,0,760.153333,Y5.999 Z-6.714
,15000,0.84,9.8,6500,0,891.8,Y5.999 Z-6.714
,15000,0.964001,9.8,6500,0,1023.447728,Y5.999 Z-6.714
,15000,0.964001,9.8,6500,0,1023.447728,Y4.147
,15000,0.964001,9.8,6500,0,1023.447728,Y4.147
,15000,0.964001,9.8,6500,0,1023.447728,Y4.147
,15000,0.964001,9.8,6500,0,1023.447728,Y4.147
,15000,0.964001,0.983178,6500,0,102.676662,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.964001,2.0411,6500,0,213.159098,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.964001,4.18804,6500,0,437.371431,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.964001,7.49112,6500,0,782.323444,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.964001,9.03711,6500,0,943.7765,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.964001,9.72617,6500,0,1015.737407,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.964001,9.87184,6500,0,1030.950227,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.964005,9.97164,6500,0,1041.377005,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.964001,2.3,6500,0,240.196916,G01 X10.353
,15000,0.653183,2.8,6500,0,198.132177,G01 X10.353
,15000,0.519314,3.4,6500,0,191.280657,G01 X10.353
,15000,0.48613,4.5,6500,0,236.988375,G01 X10.353
,15000,0.49519,5.5,6500,0,295.050708,G01 X10.353
,15000,0.111458,0,6500,0,0,Y5.999
,15000,0.004272,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0,0,2000,0,0,G00 X8.605 Y7.85
,15000,0.117249,9.8,6500,0,124.479355,G01 X10.353 Z-7.183
,15000,0.234501,9.8,6500,0,248.961895,G01 X10.353 Z-7.183
,15000,0.351749,9.8,6500,0,373.440188,G01 X10.353 Z-7.183
,15000,0.468998,9.8,6500,0,497.919543,G01 X10.353 Z-7.183
,15000,0.593002,9.8,6500,0,629.570457,Y5.999 Z-7.679
,15000,0.716999,9.8,6500,0,761.213938,Y5.999 Z-7.679
,15000,0.841,9.8,6500,0,892.861667,Y5.999 Z-7.679
,15000,0.965,9.8,6500,0,1024.508333,Y5.999 Z-7.679
,15000,0.965,9.8,6500,0,1024.508333,Y4.147
,15000,0.965,9.8,6500,0,1024.508333,Y4.147
,15000,0.965,9.8,6500,0,1024.508333,Y4.147
,15000,0.965,9.8,6500,0,1024.508333,Y4.147
,15000,0.965,0.983178,6500,0,102.783067,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965,2.0411,6500,0,213.379996,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965,4.18804,6500,0,437.824682,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965,7.49112,6500,0,783.13417,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965,9.03711,6500,0,944.754541,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965,9.72617,6500,0,1016.790022,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965,9.87184,6500,0,1032.018607,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965004,9.97164,6500,0,1042.456186,G03 X7.921 Y7.85 I-10.35 J-4.147
,15000,0.965,2.3,6500,0,240.445833,G01 X10.353
,15000,0.653519,2.8,6500,0,198.234097,G01 X10.353
,15000,0.519363,3.4,6500,0,191.298705,G01 X10.353
,15000,0.48613,4.5,6500,0,236.988375,G01 X10.353
,15000,0.49519,5.5,6500,0,295.050708,G01 X10.353
,15000,0.111458,0,6500,0,0,Y5.999
,15000,0.004272,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.999
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,Y5.799
,15000,0,0,6500,0,0,
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,Z-.929
,15000,0,0,2000,0,0,Z-.929
,15000,0,0,2000,0,0,Z-.929
,15000,0,0,2000,0,0,Z-.929
,15000,0,0,2000,0,0,Z-.929
,15000,0,0,2000,0,0,Z-.929
,15000,0,0,2000,0,0,Z-.929
,15000,0,0,2000,0,0,Z-.929
,15000,0.005116,9.96189,6500,0,5.520683,G01 X9.67 Y-5.563 Z-.975
,15000,0.010223,9.96189,6500,0,11.033142,G01 X9.67 Y-5.563 Z-.975
,15000,0.015331,9.96189,6500,0,16.545612,G01 X9.67 Y-5.563 Z-.975
,15000,0.020443,9.96189,6500,0,22.062183,G01 X9.67 Y-5.563 Z-.975
,15000,0.025555,9.96189,6500,0,27.578754,G01 X9.67 Y-5.563 Z-.975
,15000,0.030666,9.96189,6500,0,33.095325,G01 X9.67 Y-5.563 Z-.975
,15000,0.035774,9.96189,6500,0,38.607687,G01 X9.67 Y-5.563 Z-.975
,15000,0.04089,9.96189,6500,0,44.128358,G01 X9.67 Y-5.563 Z-.975
,15000,0.045998,9.96189,6500,0,49.640828,G01 X9.67 Y-5.563 Z-.975
,15000,0.065556,9.94723,6500,0,70.643802,X9.98 Y-4.984 Z-1.151
,15000,0.08511,9.95348,6500,0,91.77325,X9.98 Y-4.984 Z-1.151
,15000,0.104668,9.95348,6500,0,112.862842,X9.98 Y-4.984 Z-1.151
,15000,0.124222,9.94723,6500,0,133.863687,X9.98 Y-4.984 Z-1.151
,15000,0.143776,9.94723,6500,0,154.935402,X9.98 Y-4.984 Z-1.151
,15000,0.163334,9.98195,6500,0,176.625781,X9.98 Y-4.984 Z-1.151
,15000,0.182888,9.98195,6500,0,197.771044,X9.98 Y-4.984 Z-1.151
,15000,0.202442,9.98195,6500,0,218.916308,X9.98 Y-4.984 Z-1.151
,15000,0.222,9.97571,6500,0,239.915825,X9.98 Y-4.984 Z-1.151
,15000,0.241554,9.97824,6500,0,261.114077,X10.257 Y-4.387 Z-1.327
,15000,0.261112,9.9717,6500,0,282.070807,X10.257 Y-4.387 Z-1.327
,15000,0.280666,9.97824,6500,0,303.39321,X10.257 Y-4.387 Z-1.327
,15000,0.30022,9.97824,6500,0,324.530615,X10.257 Y-4.387 Z-1.327
,15000,0.319778,9.94922,6500,0,344.667015,X10.257 Y-4.387 Z-1.327
,15000,0.339333,9.94922,6500,0,365.744023,X10.257 Y-4.387 Z-1.327
,15000,0.358891,9.94922,6500,0,386.824264,X10.257 Y-4.387 Z-1.327
,15000,0.378445,9.94922,6500,0,407.900194,X10.257 Y-4.387 Z-1.327
,15000,0.397999,9.94922,6500,0,428.976125,X10.257 Y-4.387 Z-1.327
,15000,0.405777,9.95327,6500,0,437.537538,X10.353 Y-4.147 Z-1.397
,15000,0.413555,9.95327,6500,0,445.924329,X10.353 Y-4.147 Z-1.397
,15000,0.421333,9.95327,6500,0,454.31112,X10.353 Y-4.147 Z-1.397
,15000,0.429111,9.95327,6500,0,462.697911,X10.353 Y-4.147 Z-1.397
,15000,0.43689,9.95327,6500,0,471.085781,X10.353 Y-4.147 Z-1.397
,15000,0.444668,9.95327,6500,0,479.472572,X10.353 Y-4.147 Z-1.397
,15000,0.452442,9.9347,6500,0,486.94485,X10.353 Y-4.147 Z-1.397
,15000,0.46022,9.9347,6500,0,495.315994,X10.353 Y-4.147 Z-1.397
,15000,0.467999,9.95327,6500,0,504.629711,X10.353 Y-4.147 Z-1.397
,15000,0.592003,9.8,6500,0,628.509852,Y-5.999 Z-1.893
,15000,0.716,9.8,6500,0,760.153333,Y-5.999 Z-1.893
,15000,0.84,9.8,6500,0,891.8,Y-5.999 Z-1.893
,15000,0.964001,9.8,6500,0,1023.447728,Y-5.999 Z-1.893
,15000,0.964001,9.8,6500,0,1023.447728,Y-7.85
,15000,0.964001,9.8,6500,0,1023.447728,Y-7.85
,15000,0.964001,9.8,6500,0,1023.447728,Y-7.85
,15000,0.964001,9.8,6500,0,1023.447728,Y-7.85
,15000,0.964001,6.8,6500,0,710.147403,X7.921
,15000,0.964001,7.9,6500,0,825.024189,X7.921
,15000,0.964001,8.6,6500,0,898.127598,X7.921
,15000,0.964001,9.2,6500,0,960.787663,X7.921
,15000,0.964001,9.5,6500,0,992.117696,X7.921
,15000,0.964001,1.91724,6500,0,200.223972,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.964001,0.58168,6500,0,60.746844,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.964001,0.871876,6500,0,91.053011,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.764618,1.45421,6500,0,120.457474,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.964001,3.19875,6500,0,334.056472,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.630409,6.08641,6500,0,415.667161,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.494965,8.48674,6500,0,455.069254,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.494499,5.8868,6500,0,315.360144,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.110863,0,6500,0,0,G01 Y-5.999
,15000,0.003735,0,6500,0,0,G01 Y-5.999
,15000,0,0,6500,0,0,G01 Y-5.999
,15000,0,0,6500,0,0,G01 Y-5.999
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,Z-1.893
,15000,0,0,2000,0,0,Z-1.893
,15000,0,0,2000,0,0,Z-1.893
,15000,0,0,2000,0,0,Z-1.893
,15000,0,0,2000,0,0,Z-1.893
,15000,0,0,2000,0,0,Z-1.893
,15000,0,0,2000,0,0,Z-1.893
,15000,0,0,2000,0,0,Z-1.893
,15000,0.005219,9.96189,6500,0,5.631841,G01 X9.67 Y-5.563 Z-1.94
,15000,0.010445,9.96189,6500,0,11.271862,G01 X9.67 Y-5.563 Z-1.94
,15000,0.015667,9.96189,6500,0,16.907901,G01 X9.67 Y-5.563 Z-1.94
,15000,0.020886,9.96189,6500,0,22.539731,G01 X9.67 Y-5.563 Z-1.94
,15000,0.026112,9.96189,6500,0,28.179763,G01 X9.67 Y-5.563 Z-1.94
,15000,0.031334,9.96189,6500,0,33.815694,G01 X9.67 Y-5.563 Z-1.94
,15000,0.036556,9.96189,6500,0,39.451625,G01 X9.67 Y-5.563 Z-1.94
,15000,0.041775,9.96189,6500,0,45.083455,G01 X9.67 Y-5.563 Z-1.94
,15000,0.047001,9.96189,6500,0,50.723595,G01 X9.67 Y-5.563 Z-1.94
,15000,0.066555,9.94723,6500,0,71.720772,X9.98 Y-4.984 Z-2.116
,15000,0.086109,9.95348,6500,0,92.851005,X9.98 Y-4.984 Z-2.116
,15000,0.105663,9.95348,6500,0,113.935744,X9.98 Y-4.984 Z-2.116
,15000,0.125221,9.94723,6500,0,134.940226,X9.98 Y-4.984 Z-2.116
,15000,0.144779,9.94723,6500,0,156.016251,X9.98 Y-4.984 Z-2.116
,15000,0.164333,9.98195,6500,0,177.706077,X9.98 Y-4.984 Z-2.116
,15000,0.183887,9.98195,6500,0,198.851341,X9.98 Y-4.984 Z-2.116
,15000,0.203442,9.98195,6500,0,219.997686,X9.98 Y-4.984 Z-2.116
,15000,0.223,9.97571,6500,0,240.996527,X9.98 Y-4.984 Z-2.116
,15000,0.242554,9.97824,6500,0,262.195053,X10.257 Y-4.387 Z-2.292
,15000,0.262112,9.9717,6500,0,283.151075,X10.257 Y-4.387 Z-2.292
,15000,0.281666,9.97824,6500,0,304.474186,X10.257 Y-4.387 Z-2.292
,15000,0.30122,9.97824,6500,0,325.611591,X10.257 Y-4.387 Z-2.292
,15000,0.320778,9.94922,6500,0,345.744847,X10.257 Y-4.387 Z-2.292
,15000,0.340332,9.94922,6500,0,366.820777,X10.257 Y-4.387 Z-2.292
,15000,0.359886,9.94922,6500,0,387.896707,X10.257 Y-4.387 Z-2.292
,15000,0.37944,9.94922,6500,0,408.972637,X10.257 Y-4.387 Z-2.292
,15000,0.398998,9.94922,6500,0,430.052879,X10.257 Y-4.387 Z-2.292
,15000,0.406666,9.95327,6500,0,438.496121,X10.353 Y-4.147 Z-2.361
,15000,0.414333,9.95327,6500,0,446.763224,X10.353 Y-4.147 Z-2.361
,15000,0.422001,9.95327,6500,0,455.031405,X10.353 Y-4.147 Z-2.361
,15000,0.429665,9.95327,6500,0,463.295273,X10.353 Y-4.147 Z-2.361
,15000,0.437332,9.95327,6500,0,471.562377,X10.353 Y-4.147 Z-2.361
,15000,0.444996,9.95327,6500,0,479.826245,X10.353 Y-4.147 Z-2.361
,15000,0.452663,9.9347,6500,0,487.182703,X10.353 Y-4.147 Z-2.361
,15000,0.460331,9.9347,6500,0,495.435458,X10.353 Y-4.147 Z-2.361
,15000,0.467999,9.95327,6500,0,504.629711,X10.353 Y-4.147 Z-2.361
,15000,0.591999,9.8,6500,0,628.505605,Y-5.999 Z-2.857
,15000,0.716,9.8,6500,0,760.153333,Y-5.999 Z-2.857
,15000,0.839996,9.8,6500,0,891.795753,Y-5.999 Z-2.857
,15000,0.964001,9.8,6500,0,1023.447728,Y-5.999 Z-2.857
,15000,0.964001,9.8,6500,0,1023.447728,Y-7.85
,15000,0.964001,9.8,6500,0,1023.447728,Y-7.85
,15000,0.964001,9.8,6500,0,1023.447728,Y-7.85
,15000,0.964001,9.8,6500,0,1023.447728,Y-7.85
,15000,0.964001,6.8,6500,0,710.147403,X7.921
,15000,0.964001,7.9,6500,0,825.024189,X7.921
,15000,0.964001,8.6,6500,0,898.127598,X7.921
,15000,0.964001,9.2,6500,0,960.787663,X7.921
,15000,0.964001,9.5,6500,0,992.117696,X7.921
,15000,0.964001,1.91724,6500,0,200.223972,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.964001,0.58168,6500,0,60.746844,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.964001,0.871876,6500,0,91.053011,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.763618,1.45421,6500,0,120.299934,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.964001,3.19875,6500,0,334.056472,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.62941,6.08641,6500,0,415.008459,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.494965,8.48674,6500,0,455.069254,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.494499,5.8868,6500,0,315.360144,G03 X10.353 Y-4.147 I-7.918 J7.85
,15000,0.110867,0,6500,0,0,G01 Y-5.999
,15000,0.003738,0,6500,0,0,G01 Y-5.999
,15000,0,0,6500,0,0,G01 Y-5.999
,15000,0,0,6500,0,0,G01 Y-5.999
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,Y-6.199
,15000,0,0,6500,0,0,
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,X9.578 Y-5.711
,15000,0,0,2000,0,0,Z-2.857
,15000,0,0,2000,0,0,Z-2.857
,15000,0,0,2000,0,0,Z-2.857
,15000,0,0,2000,0,0,Z-2.857
,15000,0,0,2000,0,0,Z-2.857
,15000,0,0,2000,0,0,Z-2.857
,15000,0,0,2000,0,0,Z-2.857
,15000,0,0,2000,0,0,Z-2.857
,15000,0.005219,9.96189,6500,0,5.631841,G01 X9.67 Y-5.563 Z-2.904
,15000,0.010441,9.96189,6500,0,11.267761,G01 X9.67 Y-5.563 Z-2.904
,15000,0.015667,9.96189,6500,0,16.907901,G01 X9.67 Y-5.563 Z-2.904
,15000,0.020889,9.96189,6500,0,22.543832,G01 X9.67 Y-5.563 Z-2.904
,15000,0.026108,9.96189,6500,0,28.175662,G01 X9.67 Y-5.563 Z-2.904
,15000,0.03133,9.96189,6500,0,33.811593,G01 X9.67 Y-5.563 Z-2.904
,15000,0.036556,9.96189,6500,0,39.451625,G01 X9.67 Y-5.563 Z-2.904
,15000,0.041775,9.96189,6500,0,45.083455,G01 X9.67 Y-5.563 Z-2.904
,15000,0.046997,9.96189,6500,0,50.719494,G01 X9.67 Y-5.563 Z-2.904
,15000,0.066551,9.94723,6500,0,71.716677,X9.98 Y-4.984 Z-3.08
,15000,0.086109,9.95348,6500,0,92.851005,X9.98 Y-4.984 Z-3.08
,15000,0.105667,9.95348,6500,0,113.940057,X9.98 Y-4.984 Z-3.08
,15000,0.125221,9.94723,6500,0,134.940226,X9.98 Y-4.984 Z-3.08
,15000,0.144775,9.94723,6500,0,156.011941,X9.98 Y-4.984 Z-3.08
,15000,0.164333,9.98195,6500,0,177.706077,X9.98 Y-4.984 Z-3.08
,15000,0.183887,9.98195,6500,0,198.851341,X9.98 Y-4.984 Z-3.08
,15000,0.203442,9.98195,6500,0,219.997686,X9.98 Y-4.984 Z-3.08
,15000,0.222996,9.97571,6500,0,240.992205,X9.98 Y-4.984 Z-3.08
,15000,0.242554,9.97824,6500,0,262.195053,X10.257 Y-4.387 Z-3.256
,15000,0.262112,9.9717,6500,0,283.151075,X10.257 Y-4.387 Z-3.256
,15000,0.281666,9.97824,6500,0,304.474186,X10.257 Y-4.387 Z-3.256
,15000,0.30122,9.97824,6500,0,325.611591,X10.257 Y-4.387 Z-3.256
,15000,0.320774,9.94922,6500,0,345.740535,X10.257 Y-4.387 Z-3.256
,15000,0.340332,9.94922,6500,0,366.820777,X10.257 Y-4.387 Z-3.256
,15000,0.359886,9.94922,6500,0,387.896707,X10.257 Y-4.387 Z-3.256
,15000,0.379444,9.94922,6500,0,408.976949,X10.257 Y-4.387 Z-3.256
,15000,0.398998,9.94922,6500,0,430.052879,X10.257 Y-4.387 Z-3.256
,15000,0.406666,9.95327,6500,0,438.496121,X10.353 Y-4.147 Z-3.325
,15000,0.414333,9.95327,6500,0,446.763224,X10.353 Y-4.147 Z-3.325
,15000,0.422001,9.95327,6500,0,455.031405,X10.353 Y-4.147 Z-3.325
,15000,0.429665,9.95327,6500,0,463.295273,X10.353 Y-4.147 Z-3.325
,15000,0.437332,9.95327,6500,0,471.562377,X10.353 Y-4.147 Z-3.325
